"","SeasonFrom","SeasonTo","Matchday","Day","Date","Time","Home","Guest","Score90","Score45","Score90Home","Score90Guest","Score45Home","Score45Guest","PointsHome","PointsGuest","GoalsTotal90","GoalsTotal45","HomeID","GuestID"
"192",1963,1964,24,"Saturday",1964-03-14,16:30:00,"Frankfurt","Hertha","4:0","0:0",4,0,0,0,2,0,4,0,5,7
"193",1963,1964,25,"Saturday",1964-03-21,16:30:00,"Köln","Braunschweig","4:1","1:0",4,1,1,0,2,0,5,1,11,9
"194",1963,1964,25,"Saturday",1964-03-21,16:30:00,"HSV","Meidericher SV","3:3","0:1",3,3,0,1,1,1,6,1,10,12
"195",1963,1964,25,"Saturday",1964-03-21,16:30:00,"Stuttgart","K'lautern","4:0","2:0",4,0,2,0,2,0,4,2,14,13
"196",1963,1964,25,"Saturday",1964-03-21,16:30:00,"Nürnberg","Dortmund","4:0","2:0",4,0,2,0,2,0,4,2,15,16
"197",1963,1964,25,"Saturday",1964-03-21,16:30:00,"Saarbrücken","TSV 1860","1:2","0:1",1,2,0,1,0,2,3,1,3,1
"198",1963,1964,25,"Saturday",1964-03-21,16:30:00,"Münster","Karlsruhe","0:0","0:0",0,0,0,0,1,1,0,0,2,4
"199",1963,1964,25,"Saturday",1964-03-21,16:30:00,"Schalke","Frankfurt","1:2","0:0",1,2,0,0,0,2,3,0,6,5
"200",1963,1964,25,"Wednesday",1964-04-15,20:00:00,"Hertha","Bremen","5:2","2:1",5,2,2,1,2,0,7,3,7,8
"201",1963,1964,26,"Saturday",1964-04-04,17:00:00,"Meidericher SV","Braunschweig","5:1","3:1",5,1,3,1,2,0,6,4,12,9
"202",1963,1964,26,"Saturday",1964-04-04,17:00:00,"HSV","Köln","1:1","1:0",1,1,1,0,1,1,2,1,10,11
"203",1963,1964,26,"Saturday",1964-04-04,17:00:00,"Nürnberg","Stuttgart","0:0","0:0",0,0,0,0,1,1,0,0,15,14
"204",1963,1964,26,"Saturday",1964-04-04,17:00:00,"K'lautern","Dortmund","0:1","0:1",0,1,0,1,0,2,1,1,13,16
"205",1963,1964,26,"Saturday",1964-04-04,17:00:00,"Karlsruhe","TSV 1860","1:0","1:0",1,0,1,0,2,0,1,1,4,1
"206",1963,1964,26,"Saturday",1964-04-04,17:00:00,"Münster","Saarbrücken","2:1","1:1",2,1,1,1,2,0,3,2,2,3
"207",1963,1964,26,"Saturday",1964-04-04,17:00:00,"Hertha","Schalke","1:0","1:0",1,0,1,0,2,0,1,1,7,6
"208",1963,1964,26,"Saturday",1964-04-04,17:00:00,"Frankfurt","Bremen","7:0","2:0",7,0,2,0,2,0,7,2,5,8
"209",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Stuttgart","HSV","2:2","1:1",2,2,1,1,1,1,4,2,14,10
"210",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Dortmund","Meidericher SV","0:0","0:0",0,0,0,0,1,1,0,0,16,12
"211",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Braunschweig","K'lautern","0:1","0:1",0,1,0,1,0,2,1,1,9,13
"212",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Köln","Nürnberg","5:0","2:0",5,0,2,0,2,0,5,2,11,15
"213",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Schalke","Münster","1:2","0:1",1,2,0,1,0,2,3,1,6,2
"214",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Bremen","Karlsruhe","0:0","0:0",0,0,0,0,1,1,0,0,8,4
"215",1963,1964,27,"Saturday",1964-04-11,17:00:00,"TSV 1860","Frankfurt","1:1","0:0",1,1,0,0,1,1,2,0,1,5
"216",1963,1964,27,"Saturday",1964-04-11,17:00:00,"Saarbrücken","Hertha","3:0","3:0",3,0,3,0,2,0,3,3,3,7
"217",1963,1964,28,"Saturday",1964-04-18,17:00:00,"HSV","K'lautern","7:3","1:0",7,3,1,0,2,0,10,1,10,13
"218",1963,1964,28,"Saturday",1964-04-18,17:00:00,"Braunschweig","Stuttgart","2:0","2:0",2,0,2,0,2,0,2,2,9,14
"219",1963,1964,28,"Saturday",1964-04-18,17:00:00,"Meidericher SV","Nürnberg","0:0","0:0",0,0,0,0,1,1,0,0,12,15
"220",1963,1964,28,"Saturday",1964-04-18,17:00:00,"Köln","Dortmund","5:2","1:1",5,2,1,1,2,0,7,2,11,16
"221",1963,1964,28,"Saturday",1964-04-18,17:00:00,"Münster","Frankfurt","1:3","1:2",1,3,1,2,0,2,4,3,2,5
"222",1963,1964,28,"Saturday",1964-04-18,17:00:00,"TSV 1860","Schalke","7:1","3:1",7,1,3,1,2,0,8,4,1,6
"223",1963,1964,28,"Saturday",1964-04-18,17:00:00,"Karlsruhe","Hertha","1:1","0:0",1,1,0,0,1,1,2,0,4,7
"224",1963,1964,28,"Saturday",1964-04-18,17:00:00,"Saarbrücken","Bremen","3:2","1:0",3,2,1,0,2,0,5,1,3,8
"225",1963,1964,29,"Saturday",1964-04-25,17:00:00,"Nürnberg","Braunschweig","1:0","0:0",1,0,0,0,2,0,1,0,15,9
"226",1963,1964,29,"Saturday",1964-04-25,17:00:00,"K'lautern","Köln","3:3","2:3",3,3,2,3,1,1,6,5,13,11
"227",1963,1964,29,"Saturday",1964-04-25,17:00:00,"Stuttgart","Meidericher SV","1:2","1:2",1,2,1,2,0,2,3,3,14,12
"228",1963,1964,29,"Saturday",1964-04-25,17:00:00,"Hertha","TSV 1860","3:1","1:1",3,1,1,1,2,0,4,2,7,1
"229",1963,1964,29,"Saturday",1964-04-25,17:00:00,"Bremen","Münster","4:2","2:1",4,2,2,1,2,0,6,3,8,2
"230",1963,1964,29,"Saturday",1964-04-25,17:00:00,"Frankfurt","Saarbrücken","3:1","3:1",3,1,3,1,2,0,4,4,5,3
"231",1963,1964,29,"Saturday",1964-04-25,17:00:00,"Schalke","Karlsruhe","2:1","0:1",2,1,0,1,2,0,3,1,6,4
"232",1963,1964,29,"Tuesday",1964-05-05,18:30:00,"Dortmund","HSV","5:2","2:0",5,2,2,0,2,0,7,2,16,10
"233",1963,1964,30,"Saturday",1964-05-09,17:00:00,"Meidericher SV","K'lautern","3:0","1:0",3,0,1,0,2,0,3,1,12,13
"234",1963,1964,30,"Saturday",1964-05-09,17:00:00,"Köln","Stuttgart","2:1","0:1",2,1,0,1,2,0,3,1,11,14
"235",1963,1964,30,"Saturday",1964-05-09,17:00:00,"HSV","Nürnberg","2:2","1:1",2,2,1,1,1,1,4,2,10,15
"236",1963,1964,30,"Saturday",1964-05-09,17:00:00,"Braunschweig","Dortmund","2:0","0:0",2,0,0,0,2,0,2,0,9,16
"237",1963,1964,30,"Saturday",1964-05-09,17:00:00,"Karlsruhe","Frankfurt","1:2","0:1",1,2,0,1,0,2,3,1,4,5
"238",1963,1964,30,"Saturday",1964-05-09,17:00:00,"Saarbrücken","Schalke","1:1","1:0",1,1,1,0,1,1,2,1,3,6
"239",1963,1964,30,"Saturday",1964-05-09,17:00:00,"Münster","Hertha","4:2","2:2",4,2,2,2,2,0,6,4,2,7
"240",1963,1964,30,"Saturday",1964-05-09,17:00:00,"TSV 1860","Bremen","3:2","1:1",3,2,1,1,2,0,5,2,1,8
"241",1964,1965,1,"Saturday",1964-08-22,16:00:00,"Frankfurt","Schalke","2:2","0:2",2,2,0,2,1,1,4,2,5,6
"242",1964,1965,1,"Saturday",1964-08-22,16:00:00,"Karlsruhe","Meidericher SV","2:1","1:0",2,1,1,0,2,0,3,1,4,12
"243",1964,1965,1,"Saturday",1964-08-22,16:00:00,"K'lautern","Bremen","2:1","2:1",2,1,2,1,2,0,3,3,13,8
"244",1964,1965,1,"Saturday",1964-08-22,16:00:00,"Braunschweig","TSV 1860","1:1","1:0",1,1,1,0,1,1,2,1,9,1
"245",1964,1965,1,"Saturday",1964-08-22,16:00:00,"Dortmund","Hannover","0:2","0:0",0,2,0,0,0,2,2,0,16,18
"246",1964,1965,1,"Saturday",1964-08-22,16:00:00,"Nürnberg","Neunkirchen","2:0","0:0",2,0,0,0,2,0,2,0,15,17
"247",1964,1965,1,"Saturday",1964-08-22,16:00:00,"Köln","Hertha","2:3","1:0",2,3,1,0,0,2,5,1,11,7
"248",1964,1965,1,"Saturday",1964-08-22,16:00:00,"HSV","Stuttgart","2:2","0:2",2,2,0,2,1,1,4,2,10,14
"249",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Hertha","HSV","0:0","0:0",0,0,0,0,1,1,0,0,7,10
"250",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Stuttgart","Nürnberg","3:1","1:1",3,1,1,1,2,0,4,2,14,15
"251",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Neunkirchen","Dortmund","1:2","0:0",1,2,0,0,0,2,3,0,17,16
"252",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Hannover","Köln","2:0","2:0",2,0,2,0,2,0,2,2,18,11
"253",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Schalke","Karlsruhe","1:1","0:0",1,1,0,0,1,1,2,0,6,4
"254",1964,1965,2,"Saturday",1964-08-29,16:00:00,"TSV 1860","Frankfurt","0:1","0:0",0,1,0,0,0,2,1,0,1,5
"255",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Bremen","Braunschweig","5:1","3:1",5,1,3,1,2,0,6,4,8,9
"256",1964,1965,2,"Saturday",1964-08-29,16:00:00,"Meidericher SV","K'lautern","3:1","3:0",3,1,3,0,2,0,4,3,12,13
"257",1964,1965,3,"Saturday",1964-09-05,16:00:00,"Karlsruhe","TSV 1860","1:5","0:2",1,5,0,2,0,2,6,2,4,1
"258",1964,1965,3,"Saturday",1964-09-05,16:00:00,"K'lautern","Schalke","3:0","3:0",3,0,3,0,2,0,3,3,13,6
"259",1964,1965,3,"Saturday",1964-09-05,16:00:00,"Nürnberg","Hertha","2:0","1:0",2,0,1,0,2,0,2,1,15,7
"260",1964,1965,3,"Saturday",1964-09-05,16:00:00,"HSV","Hannover","3:0","0:0",3,0,0,0,2,0,3,0,10,18
"261",1964,1965,3,"Saturday",1964-09-05,16:00:00,"Köln","Neunkirchen","4:3","2:3",4,3,2,3,2,0,7,5,11,17
"262",1964,1965,3,"Saturday",1964-09-05,20:00:00,"Frankfurt","Bremen","0:2","0:1",0,2,0,1,0,2,2,1,5,8
"263",1964,1965,3,"Saturday",1964-09-05,20:00:00,"Braunschweig","Meidericher SV","0:1","0:1",0,1,0,1,0,2,1,1,9,12
"264",1964,1965,3,"Saturday",1964-09-05,20:00:00,"Dortmund","Stuttgart","1:0","0:0",1,0,0,0,2,0,1,0,16,14
"265",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Hertha","Dortmund","0:0","0:0",0,0,0,0,1,1,0,0,7,16
"266",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Stuttgart","Köln","3:3","2:2",3,3,2,2,1,1,6,4,14,11
"267",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Neunkirchen","HSV","3:1","2:1",3,1,2,1,2,0,4,3,17,10
"268",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Hannover","Nürnberg","2:2","2:2",2,2,2,2,1,1,4,4,18,15
"269",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Schalke","Braunschweig","0:3","0:1",0,3,0,1,0,2,3,1,6,9
"270",1964,1965,4,"Saturday",1964-09-12,16:00:00,"TSV 1860","K'lautern","2:2","1:2",2,2,1,2,1,1,4,3,1,13
"271",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Bremen","Karlsruhe","1:0","0:0",1,0,0,0,2,0,1,0,8,4
"272",1964,1965,4,"Saturday",1964-09-12,16:00:00,"Meidericher SV","Frankfurt","1:3","1:2",1,3,1,2,0,2,4,3,12,5
"273",1964,1965,5,"Saturday",1964-09-19,16:00:00,"Stuttgart","Hertha","1:1","1:1",1,1,1,1,1,1,2,2,14,7
"274",1964,1965,5,"Saturday",1964-09-19,16:00:00,"Braunschweig","Neunkirchen","1:0","0:0",1,0,0,0,2,0,1,0,9,17
"275",1964,1965,5,"Saturday",1964-09-19,16:00:00,"Nürnberg","Schalke","3:2","1:1",3,2,1,1,2,0,5,2,15,6
"276",1964,1965,5,"Saturday",1964-09-19,16:00:00,"Köln","Bremen","4:2","2:0",4,2,2,0,2,0,6,2,11,8
"277",1964,1965,5,"Saturday",1964-09-19,16:00:00,"HSV","Meidericher SV","3:0","2:0",3,0,2,0,2,0,3,2,10,12
"278",1964,1965,5,"Saturday",1964-09-19,16:00:00,"Frankfurt","Karlsruhe","0:7","0:5",0,7,0,5,0,2,7,5,5,4
"279",1964,1965,5,"Saturday",1964-09-19,16:00:00,"K'lautern","Hannover","1:0","1:0",1,0,1,0,2,0,1,1,13,18
"280",1964,1965,5,"Saturday",1964-09-19,20:00:00,"Dortmund","TSV 1860","1:1","0:0",1,1,0,0,1,1,2,0,16,1
"281",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Hertha","Frankfurt","1:3","1:2",1,3,1,2,0,2,4,3,7,5
"282",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Karlsruhe","Stuttgart","0:0","0:0",0,0,0,0,1,1,0,0,4,14
"283",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Neunkirchen","K'lautern","0:3","0:1",0,3,0,1,0,2,3,1,17,13
"284",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Hannover","Braunschweig","2:2","1:1",2,2,1,1,1,1,4,2,18,9
"285",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Schalke","Dortmund","2:6","0:6",2,6,0,6,0,2,8,6,6,16
"286",1964,1965,6,"Saturday",1964-09-26,16:00:00,"TSV 1860","Nürnberg","2:0","1:0",2,0,1,0,2,0,2,1,1,15
"287",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Bremen","HSV","0:0","0:0",0,0,0,0,1,1,0,0,8,10
"288",1964,1965,6,"Saturday",1964-09-26,16:00:00,"Meidericher SV","Köln","0:3","0:3",0,3,0,3,0,2,3,3,12,11
"289",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Stuttgart","Schalke","2:1","0:1",2,1,0,1,2,0,3,1,14,6
"290",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Neunkirchen","Meidericher SV","4:2","2:0",4,2,2,0,2,0,6,2,17,12
"291",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Hannover","Bremen","1:2","1:1",1,2,1,1,0,2,3,2,18,8
"292",1964,1965,7,"Saturday",1964-10-10,15:15:00,"HSV","Frankfurt","2:1","1:1",2,1,1,1,2,0,3,2,10,5
"293",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Nürnberg","Karlsruhe","4:1","2:0",4,1,2,0,2,0,5,2,15,4
"294",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Dortmund","K'lautern","3:2","1:1",3,2,1,1,2,0,5,2,16,13
"295",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Köln","Braunschweig","5:1","1:1",5,1,1,1,2,0,6,2,11,9
"296",1964,1965,7,"Saturday",1964-10-10,15:15:00,"Hertha","TSV 1860","2:1","1:1",2,1,1,1,2,0,3,2,7,1
"297",1964,1965,8,"Saturday",1964-10-17,15:15:00,"Schalke","Hertha","3:0","2:0",3,0,2,0,2,0,3,2,6,7
"298",1964,1965,8,"Saturday",1964-10-17,15:15:00,"Meidericher SV","Stuttgart","3:3","1:2",3,3,1,2,1,1,6,3,12,14
"299",1964,1965,8,"Saturday",1964-10-17,15:15:00,"Bremen","Neunkirchen","2:0","2:0",2,0,2,0,2,0,2,2,8,17
"300",1964,1965,8,"Saturday",1964-10-17,15:15:00,"TSV 1860","Hannover","4:0","0:0",4,0,0,0,2,0,4,0,1,18
"301",1964,1965,8,"Saturday",1964-10-17,15:15:00,"Frankfurt","Köln","1:4","0:1",1,4,0,1,0,2,5,1,5,11
"302",1964,1965,8,"Saturday",1964-10-17,15:15:00,"Karlsruhe","HSV","2:2","1:2",2,2,1,2,1,1,4,3,4,10
"303",1964,1965,8,"Saturday",1964-10-17,15:15:00,"K'lautern","Nürnberg","3:2","1:1",3,2,1,1,2,0,5,2,13,15
"304",1964,1965,8,"Saturday",1964-10-17,15:15:00,"Braunschweig","Dortmund","0:1","0:0",0,1,0,0,0,2,1,0,9,16
"305",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Hertha","Meidericher SV","2:2","2:1",2,2,2,1,1,1,4,3,7,12
"306",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Stuttgart","Bremen","1:1","0:1",1,1,0,1,1,1,2,1,14,8
"307",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Neunkirchen","TSV 1860","3:0","0:0",3,0,0,0,2,0,3,0,17,1
"308",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Hannover","Schalke","1:0","1:0",1,0,1,0,2,0,1,1,18,6
"309",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Dortmund","Frankfurt","1:3","1:1",1,3,1,1,0,2,4,2,16,5
"310",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Köln","Karlsruhe","4:1","1:1",4,1,1,1,2,0,5,2,11,4
"311",1964,1965,9,"Saturday",1964-10-24,15:15:00,"HSV","K'lautern","3:2","2:2",3,2,2,2,2,0,5,4,10,13
"312",1964,1965,9,"Saturday",1964-10-24,15:15:00,"Nürnberg","Braunschweig","3:2","0:2",3,2,0,2,2,0,5,2,15,9
"313",1964,1965,10,"Saturday",1964-11-07,14:30:00,"TSV 1860","Stuttgart","1:0","0:0",1,0,0,0,2,0,1,0,1,14
"314",1964,1965,10,"Saturday",1964-11-07,14:30:00,"Schalke","Neunkirchen","1:1","0:1",1,1,0,1,1,1,2,1,6,17
"315",1964,1965,10,"Saturday",1964-11-07,14:30:00,"Frankfurt","Nürnberg","1:1","0:1",1,1,0,1,1,1,2,1,5,15
"316",1964,1965,10,"Saturday",1964-11-07,14:30:00,"Karlsruhe","Dortmund","2:0","1:0",2,0,1,0,2,0,2,1,4,16
"317",1964,1965,10,"Saturday",1964-11-07,14:30:00,"K'lautern","Köln","2:2","0:2",2,2,0,2,1,1,4,2,13,11
"318",1964,1965,10,"Saturday",1964-11-07,18:30:00,"Bremen","Hertha","5:1","0:0",5,1,0,0,2,0,6,0,8,7
"319",1964,1965,10,"Saturday",1964-11-07,18:30:00,"Meidericher SV","Hannover","1:0","1:0",1,0,1,0,2,0,1,1,12,18
"320",1964,1965,10,"Saturday",1964-11-07,18:30:00,"Braunschweig","HSV","2:0","1:0",2,0,1,0,2,0,2,1,9,10
"321",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Hertha","K'lautern","5:3","4:0",5,3,4,0,2,0,8,4,7,13
"322",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Stuttgart","Braunschweig","3:1","2:1",3,1,2,1,2,0,4,3,14,9
"323",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Neunkirchen","Karlsruhe","1:0","0:0",1,0,0,0,2,0,1,0,17,4
"324",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Hannover","Frankfurt","3:2","1:0",3,2,1,0,2,0,5,1,18,5
"325",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Bremen","Schalke","2:2","1:1",2,2,1,1,1,1,4,2,8,6
"326",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Nürnberg","HSV","2:3","2:2",2,3,2,2,0,2,5,4,15,10
"327",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Köln","TSV 1860","1:1","1:0",1,1,1,0,1,1,2,1,11,1
"328",1964,1965,11,"Saturday",1964-11-14,14:30:00,"Dortmund","Meidericher SV","0:0","0:0",0,0,0,0,1,1,0,0,16,12
"329",1964,1965,12,"Saturday",1964-11-21,14:30:00,"Braunschweig","Hertha","1:1","0:1",1,1,0,1,1,1,2,1,9,7
"330",1964,1965,12,"Saturday",1964-11-21,14:30:00,"K'lautern","Stuttgart","2:1","2:1",2,1,2,1,2,0,3,3,13,14
"331",1964,1965,12,"Saturday",1964-11-21,14:30:00,"Frankfurt","Neunkirchen","1:0","0:0",1,0,0,0,2,0,1,0,5,17
"332",1964,1965,12,"Saturday",1964-11-21,14:30:00,"Karlsruhe","Hannover","2:3","0:1",2,3,0,1,0,2,5,1,4,18
"333",1964,1965,12,"Saturday",1964-11-21,14:30:00,"Schalke","Köln","2:3","1:2",2,3,1,2,0,2,5,3,6,11
"334",1964,1965,12,"Saturday",1964-11-21,14:30:00,"Meidericher SV","Nürnberg","2:0","2:0",2,0,2,0,2,0,2,2,12,15
"335",1964,1965,12,"Saturday",1964-11-21,14:30:00,"TSV 1860","Bremen","3:1","1:1",3,1,1,1,2,0,4,2,1,8
"336",1964,1965,12,"Saturday",1964-11-21,14:30:00,"HSV","Dortmund","1:4","0:2",1,4,0,2,0,2,5,2,10,16
"337",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Hertha","Karlsruhe","2:1","0:0",2,1,0,0,2,0,3,0,7,4
"338",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Stuttgart","Frankfurt","1:2","1:2",1,2,1,2,0,2,3,3,14,5
"339",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Neunkirchen","Hannover","2:1","0:0",2,1,0,0,2,0,3,0,17,18
"340",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Braunschweig","K'lautern","2:0","1:0",2,0,1,0,2,0,2,1,9,13
"341",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Schalke","TSV 1860","2:2","1:1",2,2,1,1,1,1,4,2,6,1
"342",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Nürnberg","Dortmund","1:0","0:0",1,0,0,0,2,0,1,0,15,16
"343",1964,1965,13,"Saturday",1964-11-28,14:30:00,"Köln","HSV","3:0","3:0",3,0,3,0,2,0,3,3,11,10
"344",1964,1965,13,"Saturday",1964-11-28,18:30:00,"Bremen","Meidericher SV","1:0","0:0",1,0,0,0,2,0,1,0,8,12
"345",1964,1965,14,"Saturday",1964-12-05,14:15:00,"Neunkirchen","Hertha","2:2","2:1",2,2,2,1,1,1,4,3,17,7
"346",1964,1965,14,"Saturday",1964-12-05,14:15:00,"Hannover","Stuttgart","2:1","1:0",2,1,1,0,2,0,3,1,18,14
"347",1964,1965,14,"Saturday",1964-12-05,14:15:00,"Nürnberg","Köln","3:0","2:0",3,0,2,0,2,0,3,2,15,11
"348",1964,1965,14,"Saturday",1964-12-05,14:15:00,"Frankfurt","Braunschweig","2:2","1:0",2,2,1,0,1,1,4,1,5,9
"349",1964,1965,14,"Saturday",1964-12-05,14:15:00,"HSV","TSV 1860","3:2","1:2",3,2,1,2,2,0,5,3,10,1
"350",1964,1965,14,"Saturday",1964-12-05,18:30:00,"Meidericher SV","Schalke","2:1","0:1",2,1,0,1,2,0,3,1,12,6
"351",1964,1965,14,"Saturday",1964-12-05,18:30:00,"Dortmund","Bremen","1:2","1:1",1,2,1,1,0,2,3,2,16,8
"352",1964,1965,14,"Saturday",1964-12-05,18:30:00,"Karlsruhe","K'lautern","6:1","3:1",6,1,3,1,2,0,7,4,4,13
"353",1964,1965,15,"Saturday",1964-12-12,14:00:00,"Hertha","Hannover","1:1","0:1",1,1,0,1,1,1,2,1,7,18
"354",1964,1965,15,"Saturday",1964-12-12,14:15:00,"Stuttgart","Neunkirchen","3:2","1:0",3,2,1,0,2,0,5,1,14,17
"355",1964,1965,15,"Saturday",1964-12-12,14:15:00,"Schalke","HSV","3:1","2:0",3,1,2,0,2,0,4,2,6,10
"356",1964,1965,15,"Saturday",1964-12-12,14:15:00,"TSV 1860","Meidericher SV","2:1","1:1",2,1,1,1,2,0,3,2,1,12
"357",1964,1965,15,"Saturday",1964-12-12,14:15:00,"K'lautern","Frankfurt","0:1","0:0",0,1,0,0,0,2,1,0,13,5
"358",1964,1965,15,"Saturday",1964-12-12,14:15:00,"Köln","Dortmund","3:3","1:0",3,3,1,0,1,1,6,1,11,16
"359",1964,1965,15,"Saturday",1964-12-12,18:30:00,"Bremen","Nürnberg","1:1","1:0",1,1,1,0,1,1,2,1,8,15
"360",1964,1965,15,"Saturday",1964-12-12,18:30:00,"Braunschweig","Karlsruhe","3:0","1:0",3,0,1,0,2,0,3,1,9,4
"361",1964,1965,16,"Saturday",1964-12-19,14:00:00,"Hertha","Köln","1:3","1:3",1,3,1,3,0,2,4,4,7,11
"362",1964,1965,16,"Saturday",1964-12-19,14:15:00,"Schalke","Frankfurt","1:1","0:0",1,1,0,0,1,1,2,0,6,5
"363",1964,1965,16,"Saturday",1964-12-19,14:15:00,"Meidericher SV","Karlsruhe","1:1","1:1",1,1,1,1,1,1,2,2,12,4
"364",1964,1965,16,"Saturday",1964-12-19,14:15:00,"TSV 1860","Braunschweig","2:0","0:0",2,0,0,0,2,0,2,0,1,9
"365",1964,1965,16,"Saturday",1964-12-19,14:15:00,"Hannover","Dortmund","2:0","2:0",2,0,2,0,2,0,2,2,18,16
"366",1964,1965,16,"Saturday",1964-12-19,14:15:00,"Neunkirchen","Nürnberg","1:1","1:0",1,1,1,0,1,1,2,1,17,15
"367",1964,1965,16,"Saturday",1964-12-19,18:30:00,"Bremen","K'lautern","1:1","0:1",1,1,0,1,1,1,2,1,8,13
"368",1964,1965,16,"Saturday",1964-12-19,18:30:00,"Stuttgart","HSV","2:4","1:2",2,4,1,2,0,2,6,3,14,10
"369",1964,1965,17,"Thursday",1964-12-31,15:00:00,"Nürnberg","Stuttgart","1:1","0:1",1,1,0,1,1,1,2,1,15,14
"370",1964,1965,17,"Saturday",1965-01-02,15:00:00,"HSV","Hertha","4:1","3:1",4,1,3,1,2,0,5,4,10,7
"371",1964,1965,17,"Saturday",1965-01-02,15:00:00,"Dortmund","Neunkirchen","5:1","1:0",5,1,1,0,2,0,6,1,16,17
"372",1964,1965,17,"Saturday",1965-01-02,15:00:00,"Köln","Hannover","0:1","0:1",0,1,0,1,0,2,1,1,11,18
"373",1964,1965,17,"Saturday",1965-01-02,15:00:00,"Karlsruhe","Schalke","2:2","1:1",2,2,1,1,1,1,4,2,4,6
"374",1964,1965,17,"Saturday",1965-01-02,15:00:00,"Frankfurt","TSV 1860","4:1","2:0",4,1,2,0,2,0,5,2,5,1
"375",1964,1965,17,"Saturday",1965-01-02,15:00:00,"Braunschweig","Bremen","1:1","1:0",1,1,1,0,1,1,2,1,9,8
"376",1964,1965,17,"Saturday",1965-01-02,15:00:00,"K'lautern","Meidericher SV","2:0","0:0",2,0,0,0,2,0,2,0,13,12
"377",1964,1965,18,"Saturday",1965-01-09,14:00:00,"Hertha","Nürnberg","1:2","0:1",1,2,0,1,0,2,3,1,7,15
"378",1964,1965,18,"Saturday",1965-01-09,14:15:00,"Hannover","HSV","1:2","0:1",1,2,0,1,0,2,3,1,18,10
"379",1964,1965,18,"Saturday",1965-01-09,14:15:00,"Neunkirchen","Köln","1:1","1:1",1,1,1,1,1,1,2,2,17,11
"380",1964,1965,18,"Saturday",1965-01-09,15:00:00,"Bremen","Frankfurt","2:2","1:0",2,2,1,0,1,1,4,1,8,5
"381",1964,1965,18,"Saturday",1965-01-09,15:00:00,"Schalke","K'lautern","1:0","0:0",1,0,0,0,2,0,1,0,6,13
"382",1964,1965,18,"Saturday",1965-01-09,15:00:00,"Meidericher SV","Braunschweig","2:0","0:0",2,0,0,0,2,0,2,0,12,9
"383",1964,1965,18,"Saturday",1965-01-09,15:00:00,"Stuttgart","Dortmund","3:2","2:2",3,2,2,2,2,0,5,4,14,16
"384",1964,1965,18,"Saturday",1965-02-27,15:00:00,"TSV 1860","Karlsruhe","9:0","5:0",9,0,5,0,2,0,9,5,1,4
"385",1964,1965,19,"Saturday",1965-01-23,15:00:00,"Dortmund","Hertha","6:3","4:1",6,3,4,1,2,0,9,5,16,7
