;SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;Score90;Score45;Score90Home;Score90Guest;Score45Home;Score45Guest;PointsHome;PointsGuest;Aborted;Annulled;League
35671;2015;2016;28;Sunday;;;FSV Frankfurt;1. FC Nürnberg;0:3;0:0;0;3;0;0;3;0;False;False;2. Bundesliga
35672;2015;2016;28;Monday;;;SpVgg Greuther Fürth;SC Freiburg;2:3;1:2;2;3;1;2;3;0;False;False;2. Bundesliga
35673;2015;2016;29;Friday;;;SC Paderborn 07;1. FC Union Berlin;0:4;0:4;0;4;0;4;3;0;False;False;2. Bundesliga
35674;2015;2016;29;Friday;;;1860 München;SpVgg Greuther Fürth;0:1;0:1;0;1;0;1;3;0;False;False;2. Bundesliga
35675;2015;2016;29;Friday;;;1. FC Heidenheim;Eintracht Braunschweig;2:2;0:2;2;2;0;2;1;1;False;False;2. Bundesliga
35676;2015;2016;29;Saturday;;;VfL Bochum;FSV Frankfurt;4:1;2:1;4;1;2;1;0;3;False;False;2. Bundesliga
35677;2015;2016;29;Saturday;;;SV Sandhausen;Arminia Bielefeld;1:4;1:1;1;4;1;1;3;0;False;False;2. Bundesliga
35678;2015;2016;29;Sunday;;;SC Freiburg;FC St. Pauli;4:3;2:0;4;3;2;0;0;3;False;False;2. Bundesliga
35679;2015;2016;29;Sunday;;;1. FC Kaiserslautern;Karlsruher SC;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35680;2015;2016;29;Sunday;;;1. FC Nürnberg;MSV Duisburg;1:2;0:1;1;2;0;1;3;0;False;False;2. Bundesliga
35681;2015;2016;29;Monday;;;Fortuna Düsseldorf;RB Leipzig;1:3;1:1;1;3;1;1;3;0;False;False;2. Bundesliga
35682;2015;2016;30;Friday;;;RB Leipzig;SV Sandhausen;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35683;2015;2016;30;Friday;;;FSV Frankfurt;SC Paderborn 07;0:2;0:0;0;2;0;0;3;0;False;False;2. Bundesliga
35684;2015;2016;30;Friday;;;MSV Duisburg;1860 München;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35685;2015;2016;30;Saturday;;;Karlsruher SC;1. FC Nürnberg;2:1;1:1;2;1;1;1;0;3;False;False;2. Bundesliga
35686;2015;2016;30;Saturday;;;FC St. Pauli;VfL Bochum;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35687;2015;2016;30;Sunday;;;1. FC Union Berlin;1. FC Heidenheim;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35688;2015;2016;30;Sunday;;;SpVgg Greuther Fürth;Fortuna Düsseldorf;3:1;3:1;3;1;3;1;0;3;False;False;2. Bundesliga
35689;2015;2016;30;Sunday;;;Arminia Bielefeld;1. FC Kaiserslautern;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35690;2015;2016;30;Monday;;;Eintracht Braunschweig;SC Freiburg;2:2;0:0;2;2;0;0;1;1;False;False;2. Bundesliga
35691;2015;2016;31;Friday;;;SC Freiburg;MSV Duisburg;3:0;2:0;3;0;2;0;0;3;False;False;2. Bundesliga
35692;2015;2016;31;Friday;;;Fortuna Düsseldorf;FC St. Pauli;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
35693;2015;2016;31;Friday;;;VfL Bochum;Karlsruher SC;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35694;2015;2016;31;Saturday;;;1. FC Nürnberg;1. FC Union Berlin;6:2;0:2;6;2;0;2;0;3;False;False;2. Bundesliga
35695;2015;2016;31;Saturday;;;1. FC Heidenheim;SC Paderborn 07;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
35696;2015;2016;31;Sunday;;;1860 München;Eintracht Braunschweig;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35697;2015;2016;31;Sunday;;;SV Sandhausen;FSV Frankfurt;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35698;2015;2016;31;Sunday;;;Arminia Bielefeld;SpVgg Greuther Fürth;4:2;1:1;4;2;1;1;0;3;False;False;2. Bundesliga
35699;2015;2016;31;Monday;;;1. FC Kaiserslautern;RB Leipzig;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35700;2015;2016;32;Friday;;;SC Paderborn 07;SC Freiburg;1:2;0:0;1;2;0;0;3;0;False;False;2. Bundesliga
35701;2015;2016;32;Friday;;;RB Leipzig;Arminia Bielefeld;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
35702;2015;2016;32;Friday;;;1. FC Union Berlin;VfL Bochum;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35703;2015;2016;32;Friday;;;FC St. Pauli;1860 München;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35704;2015;2016;32;Friday;;;FSV Frankfurt;1. FC Kaiserslautern;1:4;1:1;1;4;1;1;3;0;False;False;2. Bundesliga
35705;2015;2016;32;Friday;;;MSV Duisburg;Fortuna Düsseldorf;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35706;2015;2016;32;Saturday;;;Eintracht Braunschweig;1. FC Nürnberg;3:1;1:0;3;1;1;0;0;3;False;False;2. Bundesliga
35707;2015;2016;32;Saturday;;;SpVgg Greuther Fürth;1. FC Heidenheim;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35708;2015;2016;32;Monday;;;Karlsruher SC;SV Sandhausen;3:0;0:0;3;0;0;0;0;3;False;False;2. Bundesliga
35709;2015;2016;33;Sunday;;;SC Freiburg;1. FC Heidenheim;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35710;2015;2016;33;Sunday;;;1. FC Kaiserslautern;SpVgg Greuther Fürth;3:1;2:1;3;1;2;1;0;3;False;False;2. Bundesliga
35711;2015;2016;33;Sunday;;;RB Leipzig;Karlsruher SC;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35712;2015;2016;33;Sunday;;;1. FC Nürnberg;FC St. Pauli;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35713;2015;2016;33;Sunday;;;Fortuna Düsseldorf;FSV Frankfurt;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35714;2015;2016;33;Sunday;;;VfL Bochum;Eintracht Braunschweig;2:3;2:1;2;3;2;1;3;0;False;False;2. Bundesliga
35715;2015;2016;33;Sunday;;;1860 München;SC Paderborn 07;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35716;2015;2016;33;Sunday;;;SV Sandhausen;MSV Duisburg;2:2;0:0;2;2;0;0;1;1;False;False;2. Bundesliga
35717;2015;2016;33;Sunday;;;Arminia Bielefeld;1. FC Union Berlin;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35718;2015;2016;34;Sunday;;;SC Paderborn 07;1. FC Nürnberg;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35719;2015;2016;34;Sunday;;;Karlsruher SC;Arminia Bielefeld;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35720;2015;2016;34;Sunday;;;Eintracht Braunschweig;Fortuna Düsseldorf;0:2;0:0;0;2;0;0;3;0;False;False;2. Bundesliga
35721;2015;2016;34;Sunday;;;1. FC Union Berlin;SC Freiburg;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35722;2015;2016;34;Sunday;;;SpVgg Greuther Fürth;SV Sandhausen;3:1;2:1;3;1;2;1;0;3;False;False;2. Bundesliga
35723;2015;2016;34;Sunday;;;FC St. Pauli;1. FC Kaiserslautern;5:2;2:1;5;2;2;1;0;3;False;False;2. Bundesliga
35724;2015;2016;34;Sunday;;;1. FC Heidenheim;VfL Bochum;2:4;0:1;2;4;0;1;3;0;False;False;2. Bundesliga
35725;2015;2016;34;Sunday;;;FSV Frankfurt;1860 München;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35726;2015;2016;34;Sunday;;;MSV Duisburg;RB Leipzig;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35727;2016;2017;1;Friday;;;1. FC Kaiserslautern;Hannover 96;0:4;0:1;0;4;0;1;3;0;False;False;2. Bundesliga
35728;2016;2017;1;Saturday;;;VfL Bochum;1. FC Union Berlin;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35729;2016;2017;1;Saturday;;;SV Sandhausen;Fortuna Düsseldorf;2:2;2:1;2;2;2;1;1;1;False;False;2. Bundesliga
35730;2016;2017;1;Saturday;;;Dynamo Dresden;1. FC Nürnberg;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
35731;2016;2017;1;Sunday;;;SpVgg Greuther Fürth;1860 München;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35732;2016;2017;1;Sunday;;;Eintracht Braunschweig;Würzburger Kickers;2:1;1:0;2;1;1;0;0;3;False;False;2. Bundesliga
35733;2016;2017;1;Sunday;;;1. FC Heidenheim;Erzgebirge Aue;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35734;2016;2017;1;Sunday;;;Arminia Bielefeld;Karlsruher SC;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35735;2016;2017;1;Monday;;;VfB Stuttgart;FC St. Pauli;2:1;0:1;2;1;0;1;0;3;False;False;2. Bundesliga
35736;2016;2017;2;Friday;;;1. FC Nürnberg;1. FC Heidenheim;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
35737;2016;2017;2;Friday;;;Erzgebirge Aue;SV Sandhausen;2:0;2:0;2;0;2;0;0;3;False;False;2. Bundesliga
35738;2016;2017;2;Friday;;;Fortuna Düsseldorf;VfB Stuttgart;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35739;2016;2017;2;Saturday;;;Karlsruher SC;VfL Bochum;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
35740;2016;2017;2;Saturday;;;FC St. Pauli;Eintracht Braunschweig;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35741;2016;2017;2;Sunday;;;Hannover 96;SpVgg Greuther Fürth;3:1;1:0;3;1;1;0;0;3;False;False;2. Bundesliga
35742;2016;2017;2;Sunday;;;1860 München;Arminia Bielefeld;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35743;2016;2017;2;Sunday;;;Würzburger Kickers;1. FC Kaiserslautern;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
35744;2016;2017;2;Monday;;;1. FC Union Berlin;Dynamo Dresden;2:2;0:1;2;2;0;1;1;1;False;False;2. Bundesliga
35745;2016;2017;3;Friday;;;VfL Bochum;Hannover 96;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35746;2016;2017;3;Friday;;;1. FC Heidenheim;Würzburger Kickers;1:2;0:1;1;2;0;1;3;0;False;False;2. Bundesliga
35747;2016;2017;3;Friday;;;SV Sandhausen;VfB Stuttgart;1:2;0:1;1;2;0;1;3;0;False;False;2. Bundesliga
35748;2016;2017;3;Saturday;;;Karlsruher SC;1860 München;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35749;2016;2017;3;Saturday;;;SpVgg Greuther Fürth;Erzgebirge Aue;3:2;1:0;3;2;1;0;0;3;False;False;2. Bundesliga
35750;2016;2017;3;Sunday;;;Eintracht Braunschweig;1. FC Nürnberg;6:1;2:1;6;1;2;1;0;3;False;False;2. Bundesliga
35751;2016;2017;3;Sunday;;;Arminia Bielefeld;1. FC Union Berlin;4:4;2:1;4;4;2;1;1;1;False;False;2. Bundesliga
35752;2016;2017;3;Sunday;;;Dynamo Dresden;FC St. Pauli;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35753;2016;2017;3;Monday;;;1. FC Kaiserslautern;Fortuna Düsseldorf;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35754;2016;2017;4;Friday;;;VfB Stuttgart;1. FC Heidenheim;1:2;0:0;1;2;0;0;3;0;False;False;2. Bundesliga
35755;2016;2017;4;Friday;;;Erzgebirge Aue;Eintracht Braunschweig;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35756;2016;2017;4;Friday;;;Würzburger Kickers;VfL Bochum;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35757;2016;2017;4;Saturday;;;FC St. Pauli;Arminia Bielefeld;2:1;1:0;2;1;1;0;0;3;False;False;2. Bundesliga
35758;2016;2017;4;Saturday;;;1. FC Union Berlin;Karlsruher SC;4:0;2:0;4;0;2;0;0;3;False;False;2. Bundesliga
35759;2016;2017;4;Sunday;;;Hannover 96;Dynamo Dresden;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35760;2016;2017;4;Sunday;;;SV Sandhausen;1. FC Kaiserslautern;2:0;1:0;2;0;1;0;0;3;False;False;2. Bundesliga
35761;2016;2017;4;Sunday;;;Fortuna Düsseldorf;SpVgg Greuther Fürth;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
35762;2016;2017;4;Monday;;;1. FC Nürnberg;1860 München;1:2;1:1;1;2;1;1;3;0;False;False;2. Bundesliga
35763;2016;2017;5;Friday;;;VfL Bochum;1. FC Nürnberg;5:4;3:3;5;4;3;3;0;3;False;False;2. Bundesliga
35764;2016;2017;5;Friday;;;SpVgg Greuther Fürth;Würzburger Kickers;0:3;0:1;0;3;0;1;3;0;False;False;2. Bundesliga
35765;2016;2017;5;Friday;;;1860 München;1. FC Union Berlin;1:2;1:2;1;2;1;2;3;0;False;False;2. Bundesliga
35766;2016;2017;5;Saturday;;;Eintracht Braunschweig;SV Sandhausen;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35767;2016;2017;5;Saturday;;;1. FC Kaiserslautern;VfB Stuttgart;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35768;2016;2017;5;Saturday;;;1. FC Heidenheim;Fortuna Düsseldorf;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35769;2016;2017;5;Sunday;;;Karlsruher SC;FC St. Pauli;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
35770;2016;2017;5;Sunday;;;Arminia Bielefeld;Hannover 96;3:3;2:1;3;3;2;1;1;1;False;False;2. Bundesliga
35771;2016;2017;5;Sunday;;;Dynamo Dresden;Erzgebirge Aue;0:3;0:1;0;3;0;1;3;0;False;False;2. Bundesliga
35772;2016;2017;6;Tuesday;;;VfB Stuttgart;Eintracht Braunschweig;2:0;1:0;2;0;1;0;0;3;False;False;2. Bundesliga
35773;2016;2017;6;Tuesday;;;1. FC Nürnberg;SpVgg Greuther Fürth;1:2;0:1;1;2;0;1;3;0;False;False;2. Bundesliga
35774;2016;2017;6;Tuesday;;;SV Sandhausen;1. FC Heidenheim;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35775;2016;2017;6;Tuesday;;;Fortuna Düsseldorf;VfL Bochum;3:0;2:0;3;0;2;0;0;3;False;False;2. Bundesliga
35776;2016;2017;6;Wednesday;;;Hannover 96;Karlsruher SC;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35777;2016;2017;6;Wednesday;;;1. FC Kaiserslautern;Dynamo Dresden;3:0;1:0;3;0;1;0;0;3;False;False;2. Bundesliga
35778;2016;2017;6;Wednesday;;;Erzgebirge Aue;Arminia Bielefeld;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
35779;2016;2017;6;Wednesday;;;Würzburger Kickers;1. FC Union Berlin;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35780;2016;2017;6;Thursday;;;FC St. Pauli;1860 München;2:2;1:0;2;2;1;0;1;1;False;False;2. Bundesliga
35781;2016;2017;7;Friday;;;VfL Bochum;VfB Stuttgart;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35782;2016;2017;7;Friday;;;Eintracht Braunschweig;Fortuna Düsseldorf;2:1;2:0;2;1;2;0;0;3;False;False;2. Bundesliga
35783;2016;2017;7;Friday;;;SpVgg Greuther Fürth;SV Sandhausen;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35784;2016;2017;7;Saturday;;;Karlsruher SC;Erzgebirge Aue;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35785;2016;2017;7;Saturday;;;1. FC Heidenheim;1. FC Kaiserslautern;3:0;2:0;3;0;2;0;0;3;False;False;2. Bundesliga
35786;2016;2017;7;Sunday;;;Arminia Bielefeld;1. FC Nürnberg;1:3;1:0;1;3;1;0;3;0;False;False;2. Bundesliga
35787;2016;2017;7;Sunday;;;1860 München;Hannover 96;0:2;0:0;0;2;0;0;3;0;False;False;2. Bundesliga
35788;2016;2017;7;Sunday;;;Dynamo Dresden;Würzburger Kickers;2:2;1:0;2;2;1;0;1;1;False;False;2. Bundesliga
35789;2016;2017;7;Monday;;;1. FC Union Berlin;FC St. Pauli;2:0;2:0;2;0;2;0;0;3;False;False;2. Bundesliga
35790;2016;2017;8;Friday;;;1. FC Nürnberg;1. FC Union Berlin;2:0;1:0;2;0;1;0;0;3;False;False;2. Bundesliga
35791;2016;2017;8;Friday;;;SV Sandhausen;Dynamo Dresden;2:0;2:0;2;0;2;0;0;3;False;False;2. Bundesliga
35792;2016;2017;8;Friday;;;Erzgebirge Aue;VfL Bochum;2:4;2:2;2;4;2;2;3;0;False;False;2. Bundesliga
35793;2016;2017;8;Saturday;;;Hannover 96;FC St. Pauli;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35794;2016;2017;8;Saturday;;;Fortuna Düsseldorf;Karlsruher SC;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
35795;2016;2017;8;Sunday;;;1. FC Kaiserslautern;Arminia Bielefeld;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35796;2016;2017;8;Sunday;;;1. FC Heidenheim;Eintracht Braunschweig;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
35797;2016;2017;8;Sunday;;;Würzburger Kickers;1860 München;2:0;1:0;2;0;1;0;0;3;False;False;2. Bundesliga
35798;2016;2017;8;Monday;;;VfB Stuttgart;SpVgg Greuther Fürth;4:0;3:0;4;0;3;0;0;3;False;False;2. Bundesliga
35799;2016;2017;9;Friday;;;FC St. Pauli;Erzgebirge Aue;1:2;1:1;1;2;1;1;3;0;False;False;2. Bundesliga
35800;2016;2017;9;Friday;;;VfL Bochum;SV Sandhausen;2:2;0:1;2;2;0;1;1;1;False;False;2. Bundesliga
35801;2016;2017;9;Friday;;;Arminia Bielefeld;Würzburger Kickers;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35802;2016;2017;9;Saturday;;;SpVgg Greuther Fürth;1. FC Heidenheim;0:2;0:2;0;2;0;2;3;0;False;False;2. Bundesliga
35803;2016;2017;9;Saturday;;;Dynamo Dresden;VfB Stuttgart;5:0;3:0;5;0;3;0;0;3;False;False;2. Bundesliga
35804;2016;2017;9;Sunday;;;1. FC Union Berlin;Hannover 96;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35805;2016;2017;9;Sunday;;;Karlsruher SC;1. FC Nürnberg;0:3;0:0;0;3;0;0;3;0;False;False;2. Bundesliga
35806;2016;2017;9;Sunday;;;1860 München;Fortuna Düsseldorf;1:3;0:3;1;3;0;3;3;0;False;False;2. Bundesliga
35807;2016;2017;9;Monday;;;Eintracht Braunschweig;1. FC Kaiserslautern;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35808;2016;2017;10;Friday;;;VfB Stuttgart;1860 München;2:1;2:1;2;1;2;1;0;3;False;False;2. Bundesliga
35809;2016;2017;10;Friday;;;Fortuna Düsseldorf;Arminia Bielefeld;4:0;2:0;4;0;2;0;0;3;False;False;2. Bundesliga
35810;2016;2017;10;Friday;;;Würzburger Kickers;Karlsruher SC;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35811;2016;2017;10;Saturday;;;1. FC Heidenheim;Dynamo Dresden;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35812;2016;2017;10;Saturday;;;SV Sandhausen;FC St. Pauli;3:0;2:0;3;0;2;0;0;3;False;False;2. Bundesliga
35813;2016;2017;10;Sunday;;;1. FC Nürnberg;Hannover 96;2:0;2:0;2;0;2;0;0;3;False;False;2. Bundesliga
35814;2016;2017;10;Sunday;;;Eintracht Braunschweig;SpVgg Greuther Fürth;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35815;2016;2017;10;Sunday;;;Erzgebirge Aue;1. FC Union Berlin;1:3;1:1;1;3;1;1;3;0;False;False;2. Bundesliga
35816;2016;2017;10;Monday;;;1. FC Kaiserslautern;VfL Bochum;3:0;1:0;3;0;1;0;0;3;False;False;2. Bundesliga
35817;2016;2017;11;Friday;;;Arminia Bielefeld;SV Sandhausen;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35818;2016;2017;11;Friday;;;1860 München;Erzgebirge Aue;6:2;3:1;6;2;3;1;0;3;False;False;2. Bundesliga
35819;2016;2017;11;Friday;;;Dynamo Dresden;Eintracht Braunschweig;3:2;0:1;3;2;0;1;0;3;False;False;2. Bundesliga
35820;2016;2017;11;Saturday;;;1. FC Union Berlin;Fortuna Düsseldorf;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35821;2016;2017;11;Saturday;;;SpVgg Greuther Fürth;1. FC Kaiserslautern;0:1;0:0;0;1;0;0;3;0;False;False;2. Bundesliga
35822;2016;2017;11;Sunday;;;Hannover 96;Würzburger Kickers;3:1;0:1;3;1;0;1;0;3;False;False;2. Bundesliga
35823;2016;2017;11;Sunday;;;VfL Bochum;1. FC Heidenheim;2:1;2:0;2;1;2;0;0;3;False;False;2. Bundesliga
35824;2016;2017;11;Sunday;;;Karlsruher SC;VfB Stuttgart;1:3;0:1;1;3;0;1;3;0;False;False;2. Bundesliga
35825;2016;2017;11;Monday;;;FC St. Pauli;1. FC Nürnberg;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
35826;2016;2017;12;Friday;;;1. FC Heidenheim;Karlsruher SC;2:1;1:1;2;1;1;1;0;3;False;False;2. Bundesliga
35827;2016;2017;12;Friday;;;Fortuna Düsseldorf;Dynamo Dresden;0:3;0:2;0;3;0;2;3;0;False;False;2. Bundesliga
35828;2016;2017;12;Friday;;;Erzgebirge Aue;1. FC Nürnberg;1:2;0:1;1;2;0;1;3;0;False;False;2. Bundesliga
35829;2016;2017;12;Saturday;;;SpVgg Greuther Fürth;VfL Bochum;2:1;0:0;2;1;0;0;0;3;False;False;2. Bundesliga
35830;2016;2017;12;Saturday;;;1. FC Kaiserslautern;1. FC Union Berlin;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35831;2016;2017;12;Sunday;;;VfB Stuttgart;Arminia Bielefeld;3:1;1:0;3;1;1;0;0;3;False;False;2. Bundesliga
35832;2016;2017;12;Sunday;;;Eintracht Braunschweig;Hannover 96;2:2;2:1;2;2;2;1;1;1;False;False;2. Bundesliga
35833;2016;2017;12;Sunday;;;SV Sandhausen;1860 München;3:2;1:2;3;2;1;2;0;3;False;False;2. Bundesliga
35834;2016;2017;12;Monday;;;Würzburger Kickers;FC St. Pauli;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35835;2016;2017;13;Friday;;;1. FC Nürnberg;Würzburger Kickers;2:2;1:0;2;2;1;0;1;1;False;False;2. Bundesliga
35836;2016;2017;13;Friday;;;VfL Bochum;Eintracht Braunschweig;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
35837;2016;2017;13;Friday;;;Arminia Bielefeld;1. FC Heidenheim;2:1;1:1;2;1;1;1;0;3;False;False;2. Bundesliga
35838;2016;2017;13;Saturday;;;Hannover 96;Erzgebirge Aue;2:0;1:0;2;0;1;0;0;3;False;False;2. Bundesliga
35839;2016;2017;13;Saturday;;;Karlsruher SC;SV Sandhausen;1:3;0:0;1;3;0;0;3;0;False;False;2. Bundesliga
35840;2016;2017;13;Sunday;;;FC St. Pauli;Fortuna Düsseldorf;0:1;0:1;0;1;0;1;3;0;False;False;2. Bundesliga
35841;2016;2017;13;Sunday;;;1. FC Union Berlin;VfB Stuttgart;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
35842;2016;2017;13;Sunday;;;Dynamo Dresden;SpVgg Greuther Fürth;2:1;1:0;2;1;1;0;0;3;False;False;2. Bundesliga
35843;2016;2017;13;Monday;;;1860 München;1. FC Kaiserslautern;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
35844;2016;2017;14;Friday;;;SpVgg Greuther Fürth;Arminia Bielefeld;2:1;1:0;2;1;1;0;0;3;False;False;2. Bundesliga
35845;2016;2017;14;Friday;;;Fortuna Düsseldorf;Hannover 96;2:2;0:1;2;2;0;1;1;1;False;False;2. Bundesliga
35846;2016;2017;14;Friday;;;Würzburger Kickers;Erzgebirge Aue;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
35847;2016;2017;14;Saturday;;;1. FC Heidenheim;FC St. Pauli;2:0;1:0;2;0;1;0;0;3;False;False;2. Bundesliga
35848;2016;2017;14;Saturday;;;Dynamo Dresden;VfL Bochum;2:2;2:1;2;2;2;1;1;1;False;False;2. Bundesliga
35849;2016;2017;14;Sunday;;;Eintracht Braunschweig;1860 München;2:1;1:0;2;1;1;0;0;3;False;False;2. Bundesliga
35850;2016;2017;14;Sunday;;;1. FC Kaiserslautern;Karlsruher SC;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35851;2016;2017;14;Sunday;;;SV Sandhausen;1. FC Union Berlin;0:1;0:1;0;1;0;1;3;0;False;False;2. Bundesliga
35852;2016;2017;14;Monday;;;VfB Stuttgart;1. FC Nürnberg;3:1;2:0;3;1;2;0;0;3;False;False;2. Bundesliga
35853;2016;2017;15;Friday;;;Hannover 96;1. FC Heidenheim;3:2;1:1;3;2;1;1;0;3;False;False;2. Bundesliga
35854;2016;2017;15;Friday;;;FC St. Pauli;1. FC Kaiserslautern;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35855;2016;2017;15;Friday;;;Karlsruher SC;SpVgg Greuther Fürth;1:2;0:2;1;2;0;2;3;0;False;False;2. Bundesliga
35856;2016;2017;15;Saturday;;;1. FC Nürnberg;SV Sandhausen;1:3;0:1;1;3;0;1;3;0;False;False;2. Bundesliga
35857;2016;2017;15;Saturday;;;1860 München;Dynamo Dresden;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
35858;2016;2017;15;Sunday;;;Arminia Bielefeld;VfL Bochum;1:0;1:0;1;0;1;0;0;3;False;False;2. Bundesliga
35859;2016;2017;15;Sunday;;;Erzgebirge Aue;VfB Stuttgart;0:4;0:2;0;4;0;2;3;0;False;False;2. Bundesliga
35860;2016;2017;15;Sunday;;;Würzburger Kickers;Fortuna Düsseldorf;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35861;2016;2017;15;Monday;;;1. FC Union Berlin;Eintracht Braunschweig;2:0;0:0;2;0;0;0;0;3;False;False;2. Bundesliga
35862;2016;2017;16;Friday;;;1. FC Heidenheim;1. FC Union Berlin;3:0;1:0;3;0;1;0;0;3;False;False;2. Bundesliga
35863;2016;2017;16;Friday;;;Fortuna Düsseldorf;1. FC Nürnberg;0:2;0:1;0;2;0;1;3;0;False;False;2. Bundesliga
35864;2016;2017;16;Friday;;;Dynamo Dresden;Karlsruher SC;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
35865;2016;2017;16;Saturday;;;VfL Bochum;1860 München;1:0;0:0;1;0;0;0;0;3;False;False;2. Bundesliga
